id_student,code_module,code_presentation,avg_clicks,total_clicks,active_weeks,days_diff,score,is_submitted,is_late,is_high_activity,risk_label,final_result,highest_education,disability,gender,age_band,region
628366,EEE,2014J,5.0,10,2,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Scotland
628367,GGG,2014B,18.0,18,1,,,0,0,0,0,Pass,Lower Than A Level,N,F,35-55,North Western Region
628369,GGG,2014B,7.5,30,4,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Western Region
628370,FFF,2014B,83.5,334,4,-1.0,88.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,London Region
628376,CCC,2014J,58.0,58,1,3.0,78.0,1,1,0,0,Pass,HE Qualification,N,M,0-35,Scotland
628376,DDD,2014B,44.25,177,4,-1.0,76.0,1,0,0,0,Pass,HE Qualification,N,M,0-35,Scotland
628379,BBB,2014B,69.75,279,4,-4.0,65.0,1,0,0,1,Fail,Lower Than A Level,N,F,35-55,South Region
628383,CCC,2014B,287.5,1150,4,2.0,100.0,1,1,1,0,Pass,HE Qualification,N,M,0-35,London Region
628383,FFF,2014J,69.75,279,4,-1.0,90.0,1,0,0,0,Pass,HE Qualification,N,M,0-35,London Region
628386,DDD,2014B,51.0,204,4,-1.0,69.0,1,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,South West Region
628388,BBB,2014J,48.0,192,4,-1.0,100.0,1,0,0,0,Pass,HE Qualification,N,M,35-55,East Anglian Region
628389,BBB,2014B,50.75,203,4,0.0,69.0,1,0,0,0,Distinction,HE Qualification,N,F,0-35,East Anglian Region
628390,DDD,2014J,77.0,308,4,-1.0,70.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,East Anglian Region
628402,BBB,2014B,45.0,45,1,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,South East Region
628407,CCC,2014J,50.333333333333336,151,3,3.0,89.0,1,1,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
628411,BBB,2014B,5.5,22,4,-1.0,81.0,1,0,0,1,Fail,HE Qualification,N,F,0-35,West Midlands Region
628423,BBB,2014B,9.0,36,4,-2.0,61.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,0-35,Wales
628437,DDD,2014J,26.25,105,4,0.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
628442,BBB,2014B,6.0,18,3,-7.0,50.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,East Midlands Region
628443,FFF,2014B,90.0,360,4,-1.0,84.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,North Region
628455,GGG,2014B,14.666666666666666,44,3,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,London Region
628476,FFF,2014B,20.0,60,3,0.0,86.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,West Midlands Region
628480,CCC,2014J,62.0,248,4,3.0,33.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,West Midlands Region
628480,EEE,2014J,49.75,199,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
628495,GGG,2014B,39.25,157,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,35-55,South West Region
628502,DDD,2014B,58.25,233,4,-1.0,81.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
628506,CCC,2014B,118.0,354,3,2.0,90.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region
628511,BBB,2014B,27.75,111,4,-1.0,40.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,North Western Region
628516,BBB,2014B,25.333333333333332,76,3,-1.0,73.0,1,0,0,0,Distinction,Lower Than A Level,N,M,35-55,Scotland
628519,DDD,2014J,61.5,123,2,-1.0,90.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,West Midlands Region
628521,FFF,2014J,19.5,78,4,-1.0,76.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
628525,BBB,2014B,5.0,10,2,12.0,74.0,1,1,0,1,Fail,Lower Than A Level,N,F,0-35,London Region
628527,CCC,2014B,46.0,184,4,2.0,70.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,Wales
628527,EEE,2014B,52.25,209,4,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,Wales
628530,GGG,2014B,3.0,3,1,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Midlands Region
628538,GGG,2014B,16.666666666666668,50,3,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,East Anglian Region
628545,GGG,2014B,46.0,184,4,,,0,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,South Region
628561,FFF,2014B,46.333333333333336,139,3,0.0,88.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,South Region
628565,CCC,2014B,99.25,397,4,2.0,60.0,1,1,1,1,Withdrawn,A Level or Equivalent,N,M,0-35,East Anglian Region
628569,GGG,2014J,15.5,31,2,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,South West Region
628575,CCC,2014B,26.5,106,4,2.0,50.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,Scotland
628575,DDD,2014B,35.5,142,4,-2.0,65.0,1,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,Scotland
628580,BBB,2014B,23.666666666666668,71,3,-2.0,82.0,1,0,0,0,Distinction,HE Qualification,Y,F,0-35,North Western Region
628586,BBB,2014B,13.5,27,2,7.0,85.0,1,1,0,1,Fail,No Formal quals,N,F,35-55,London Region
628593,DDD,2014J,87.25,349,4,-1.0,70.0,1,0,0,0,Pass,A Level or Equivalent,Y,F,0-35,London Region
628598,GGG,2014B,18.5,74,4,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
628616,BBB,2014B,13.0,39,3,-8.0,72.0,1,0,0,0,Distinction,A Level or Equivalent,N,F,35-55,East Midlands Region
628618,CCC,2014J,16.0,48,3,3.0,44.0,1,1,0,1,Fail,A Level or Equivalent,N,M,0-35,South West Region
628630,GGG,2014B,21.5,43,2,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,London Region
628631,DDD,2014J,18.25,73,4,-1.0,70.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Region
628635,BBB,2014B,41.5,166,4,-2.0,68.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,Scotland
628642,DDD,2014B,36.0,144,4,-3.0,72.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,North Western Region
628653,GGG,2014B,2.0,4,2,,,0,0,0,1,Fail,Lower Than A Level,N,F,35-55,East Midlands Region
628655,BBB,2014B,2.3333333333333335,7,3,1.0,72.0,1,1,0,1,Fail,A Level or Equivalent,N,F,0-35,West Midlands Region
628656,BBB,2014J,10.5,42,4,-2.0,1.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,Scotland
628662,DDD,2014J,35.25,141,4,0.0,35.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Scotland
628663,CCC,2014B,66.5,266,4,2.0,90.0,1,1,0,0,Pass,Lower Than A Level,N,M,35-55,North Region
628669,GGG,2014B,31.75,127,4,,,0,0,0,0,Pass,A Level or Equivalent,N,F,35-55,North Western Region
628677,EEE,2014B,82.5,330,4,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,35-55,Scotland
628679,BBB,2014J,29.0,87,3,-1.0,1.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
628706,CCC,2014J,11.5,46,4,3.0,11.0,1,1,0,1,Withdrawn,A Level or Equivalent,Y,M,0-35,South East Region
628712,GGG,2014B,11.0,33,3,,,0,0,0,0,Distinction,A Level or Equivalent,N,F,0-35,North Western Region
628715,GGG,2014B,17.666666666666668,53,3,,,0,0,0,1,Withdrawn,Lower Than A Level,N,F,35-55,East Midlands Region
628717,CCC,2014J,50.666666666666664,152,3,3.0,100.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,London Region
628717,EEE,2014J,30.75,123,4,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,London Region
628718,EEE,2014B,36.0,144,4,,,0,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,Scotland
628720,CCC,2014J,58.333333333333336,175,3,3.0,56.0,1,1,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,East Anglian Region
628720,FFF,2014B,46.75,187,4,-1.0,82.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region
628722,GGG,2014B,2.5,5,2,,,0,0,0,1,Fail,A Level or Equivalent,Y,M,0-35,London Region
628725,CCC,2014B,2.0,4,2,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,North Region
628725,FFF,2014B,151.0,604,4,-3.0,64.0,1,0,1,1,Fail,Lower Than A Level,N,M,0-35,North Region
628733,DDD,2014J,11.0,22,2,0.0,35.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,North Western Region
628741,EEE,2014J,88.0,264,3,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,South West Region
628751,BBB,2014B,28.666666666666668,86,3,-2.0,75.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,West Midlands Region
628759,GGG,2014B,9.5,19,2,,,0,0,0,1,Fail,A Level or Equivalent,N,F,0-35,East Anglian Region
628762,BBB,2014B,19.0,38,2,,,0,0,0,1,Withdrawn,HE Qualification,N,F,35-55,South Region
628766,EEE,2014J,119.25,477,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,Ireland
628771,CCC,2014B,29.5,59,2,2.0,70.0,1,1,0,1,Withdrawn,HE Qualification,N,F,0-35,South Region
628777,CCC,2014J,82.5,165,2,3.0,89.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
628777,EEE,2014B,48.5,97,2,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
628803,CCC,2014J,67.66666666666667,203,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,35-55,London Region
628803,FFF,2014B,36.0,144,4,2.0,82.0,1,1,0,1,Fail,A Level or Equivalent,N,M,35-55,London Region
628806,CCC,2014J,16.666666666666668,50,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South Region
628806,DDD,2014B,165.25,661,4,-3.0,95.0,1,0,1,0,Distinction,A Level or Equivalent,N,M,0-35,South Region
628827,BBB,2014B,14.333333333333334,43,3,-1.0,74.0,1,0,0,1,Fail,A Level or Equivalent,Y,F,0-35,North Western Region
628835,DDD,2014B,164.75,659,4,-3.0,63.0,1,0,0,0,Pass,Lower Than A Level,N,F,35-55,South East Region
628837,FFF,2014B,65.0,260,4,-1.0,86.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,East Midlands Region
628841,FFF,2014B,124.25,497,4,-7.0,74.0,1,0,1,0,Pass,Lower Than A Level,Y,M,0-35,South Region
628846,CCC,2014B,16.333333333333332,49,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South West Region
628846,CCC,2014J,119.0,357,3,3.0,78.0,1,1,1,0,Pass,A Level or Equivalent,N,M,0-35,South West Region
628846,FFF,2014B,80.0,320,4,-1.0,86.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South West Region
628849,GGG,2014B,6.0,6,1,,,0,0,0,1,Fail,A Level or Equivalent,N,F,35-55,East Anglian Region
628851,GGG,2014B,13.0,13,1,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,London Region
628869,GGG,2014B,18.0,18,1,,,0,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,South East Region
628870,GGG,2014B,7.0,28,4,,,0,0,0,0,Pass,A Level or Equivalent,Y,M,0-35,East Anglian Region
628875,DDD,2014B,60.0,240,4,-1.0,89.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,East Midlands Region
628881,GGG,2014B,44.0,88,2,,,0,0,0,0,Distinction,Lower Than A Level,N,F,0-35,East Anglian Region
628888,FFF,2014J,91.25,365,4,-1.0,74.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,East Midlands Region
628903,BBB,2014B,29.0,87,3,0.0,56.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,East Midlands Region
628910,CCC,2014J,63.0,252,4,3.0,89.0,1,1,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
628910,EEE,2014B,136.5,546,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
628914,EEE,2014B,87.75,351,4,,,0,0,1,1,Fail,HE Qualification,N,M,35-55,London Region
628915,DDD,2014B,133.25,533,4,-5.0,91.0,1,0,0,0,Distinction,HE Qualification,N,F,35-55,Scotland
628925,FFF,2014B,143.25,573,4,-2.0,94.0,1,0,1,1,Fail,A Level or Equivalent,N,F,0-35,East Anglian Region
628929,GGG,2014B,6.0,12,2,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South West Region
628931,GGG,2014B,21.0,63,3,,,0,0,0,0,Pass,Lower Than A Level,N,F,35-55,West Midlands Region
628938,CCC,2014B,12.333333333333334,37,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,West Midlands Region
628938,EEE,2014B,40.666666666666664,122,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,West Midlands Region
628941,BBB,2014B,3.0,6,2,-3.0,71.0,1,0,0,0,Pass,Lower Than A Level,N,M,35-55,Scotland
628947,DDD,2014B,43.0,172,4,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,West Midlands Region
628954,BBB,2014B,19.0,19,1,-2.0,72.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,South Region
628956,DDD,2014B,38.5,154,4,-1.0,80.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Wales
628959,EEE,2014B,91.0,364,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,North Western Region
628964,FFF,2014J,180.0,720,4,-2.0,72.0,1,0,1,0,Distinction,A Level or Equivalent,N,M,35-55,London Region
628970,BBB,2014B,15.666666666666666,47,3,12.0,57.0,1,1,0,1,Withdrawn,Lower Than A Level,N,F,0-35,London Region
628972,FFF,2014B,77.0,308,4,-1.0,96.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,South West Region
628978,FFF,2014B,24.5,49,2,0.0,72.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,South Region
628982,BBB,2014B,26.333333333333332,79,3,-4.0,72.0,1,0,0,1,Fail,HE Qualification,N,F,0-35,Wales
628991,BBB,2014J,113.75,455,4,-8.0,100.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,North Western Region
628995,FFF,2014B,58.5,117,2,-1.0,66.0,1,0,0,0,Pass,Lower Than A Level,Y,M,0-35,London Region
629000,DDD,2014B,22.25,89,4,0.0,82.0,1,0,0,1,Fail,A Level or Equivalent,Y,M,0-35,Scotland
629014,EEE,2014J,215.75,863,4,,,0,0,1,0,Pass,Lower Than A Level,N,F,35-55,South East Region
629022,FFF,2014B,36.333333333333336,109,3,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,North Region
629026,BBB,2014B,33.75,135,4,0.0,74.0,1,0,0,0,Pass,HE Qualification,N,F,0-35,Scotland
629029,FFF,2014J,98.75,395,4,0.0,74.0,1,0,0,1,Fail,Lower Than A Level,N,M,35-55,West Midlands Region
629037,BBB,2014B,33.5,134,4,0.0,64.0,1,0,0,0,Pass,HE Qualification,N,F,35-55,Scotland
629039,DDD,2014B,45.75,183,4,0.0,81.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,Scotland
629040,BBB,2014B,39.75,159,4,-6.0,67.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,South Region
629044,BBB,2014B,40.5,81,2,0.0,75.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,London Region
629053,BBB,2014J,45.333333333333336,136,3,-4.0,1.0,1,0,0,0,Pass,A Level or Equivalent,N,F,35-55,London Region
629055,DDD,2014B,29.25,117,4,-1.0,93.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Ireland
629056,CCC,2014J,35.5,142,4,3.0,44.0,1,1,0,1,Withdrawn,Lower Than A Level,Y,M,0-35,Wales
629060,BBB,2014B,8.0,8,1,-1.0,52.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Anglian Region
629081,CCC,2014B,6.0,6,1,,,0,0,0,1,Fail,HE Qualification,N,M,0-35,Scotland
629081,EEE,2014B,20.0,20,1,,,0,0,0,1,Fail,HE Qualification,N,M,0-35,Scotland
629088,BBB,2014B,25.0,75,3,-1.0,64.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,East Midlands Region
629089,EEE,2014B,19.5,39,2,,,0,0,0,1,Fail,A Level or Equivalent,N,M,35-55,Yorkshire Region
629094,BBB,2014B,9.0,36,4,-3.0,71.0,1,0,0,1,Fail,Lower Than A Level,N,F,35-55,Yorkshire Region
629096,CCC,2014J,149.0,596,4,3.0,67.0,1,1,1,1,Fail,Lower Than A Level,N,M,0-35,West Midlands Region
629096,FFF,2014B,172.25,689,4,-3.0,94.0,1,0,1,0,Pass,Lower Than A Level,N,M,0-35,West Midlands Region
629101,EEE,2014J,48.5,194,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,South West Region
629103,BBB,2014B,21.75,87,4,-1.0,73.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,East Anglian Region
629119,FFF,2014B,34.5,69,2,7.0,94.0,1,1,0,1,Fail,Lower Than A Level,N,M,35-55,South Region
629120,FFF,2014B,75.33333333333333,226,3,-1.0,68.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Scotland
629127,BBB,2014J,197.0,788,4,-17.0,100.0,1,0,1,0,Pass,A Level or Equivalent,N,F,35-55,East Anglian Region
629153,GGG,2014B,5.333333333333333,16,3,,,0,0,0,0,Pass,Lower Than A Level,N,F,0-35,South Region
629159,BBB,2014B,21.5,86,4,0.0,59.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,Scotland
629163,FFF,2014B,39.5,158,4,-2.0,58.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,F,0-35,West Midlands Region
629164,CCC,2014B,164.5,658,4,2.0,90.0,1,1,0,0,Distinction,Lower Than A Level,N,M,0-35,West Midlands Region
629182,FFF,2014B,186.75,747,4,-3.0,84.0,1,0,1,1,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region
629182,FFF,2014J,1.0,1,1,-25.0,84.0,1,0,0,1,Fail,A Level or Equivalent,N,M,35-55,East Anglian Region
629198,GGG,2014B,13.5,27,2,,,0,0,0,0,Distinction,A Level or Equivalent,N,M,0-35,South East Region
629202,EEE,2014B,54.25,217,4,,,0,0,0,0,Distinction,HE Qualification,N,M,0-35,North Region
629231,FFF,2014B,276.5,553,2,2.0,60.0,1,1,1,1,Withdrawn,No Formal quals,N,M,35-55,North Western Region
629240,BBB,2014B,30.25,121,4,-1.0,40.0,1,0,0,0,Pass,Lower Than A Level,N,F,0-35,South Region
629244,FFF,2014B,100.5,402,4,-2.0,78.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Ireland
629245,BBB,2014J,36.0,144,4,-1.0,1.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,East Anglian Region
629258,GGG,2014J,24.0,48,2,,,0,0,0,1,Fail,A Level or Equivalent,N,F,35-55,London Region
629267,FFF,2014B,256.5,1026,4,-11.0,90.0,1,0,1,1,Fail,Lower Than A Level,N,M,0-35,North Region
629270,CCC,2014B,57.25,229,4,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,Wales
629274,BBB,2014B,5.0,10,2,-2.0,83.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South East Region
629283,EEE,2014B,89.0,356,4,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,35-55,Scotland
629291,FFF,2014B,450.0,1800,4,-2.0,100.0,1,0,1,0,Pass,A Level or Equivalent,N,M,0-35,Wales
629303,FFF,2014B,59.25,237,4,-1.0,98.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
629309,DDD,2014J,216.5,866,4,0.0,75.0,1,0,1,0,Pass,A Level or Equivalent,Y,M,0-35,West Midlands Region
629310,GGG,2014B,12.25,49,4,,,0,0,0,1,Fail,A Level or Equivalent,Y,F,0-35,South Region
629316,DDD,2014B,142.33333333333334,427,3,1.0,54.0,1,1,1,1,Fail,A Level or Equivalent,N,F,0-35,North Region
629342,CCC,2014B,78.5,314,4,2.0,50.0,1,1,0,1,Withdrawn,HE Qualification,N,F,35-55,Yorkshire Region
629342,EEE,2014B,111.0,444,4,,,0,0,0,1,Fail,HE Qualification,N,F,35-55,Yorkshire Region
629379,DDD,2014J,49.0,196,4,0.0,70.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
629386,FFF,2014B,126.75,507,4,-1.0,82.0,1,0,0,1,Fail,A Level or Equivalent,N,M,0-35,North Western Region
629387,GGG,2014B,26.0,26,1,,,0,0,0,1,Withdrawn,No Formal quals,N,F,0-35,London Region
629394,FFF,2014J,24.0,24,1,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,Scotland
629400,EEE,2014J,48.75,195,4,,,0,0,0,0,Pass,A Level or Equivalent,N,M,0-35,Scotland
629404,FFF,2014B,22.0,44,2,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,South West Region
629405,CCC,2014J,142.25,569,4,3.0,100.0,1,1,1,0,Pass,A Level or Equivalent,N,M,0-35,London Region
629405,DDD,2014B,88.75,355,4,-3.0,67.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,London Region
629414,FFF,2014B,95.0,380,4,-4.0,92.0,1,0,0,0,Pass,A Level or Equivalent,N,M,0-35,East Anglian Region
629424,BBB,2014B,212.25,849,4,-10.0,61.0,1,0,1,1,Withdrawn,Lower Than A Level,N,F,0-35,Wales
629452,DDD,2014B,166.25,665,4,-3.0,88.0,1,0,0,0,Distinction,HE Qualification,N,M,35-55,South Region
629454,DDD,2014B,39.75,159,4,-1.0,82.0,1,0,0,1,Withdrawn,A Level or Equivalent,N,M,35-55,East Anglian Region
629459,FFF,2014B,75.75,303,4,0.0,50.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,35-55,Scotland
629461,BBB,2014B,30.75,123,4,7.0,46.0,1,1,0,1,Fail,A Level or Equivalent,N,F,35-55,Scotland
629462,BBB,2014B,10.5,21,2,0.0,82.0,1,0,0,1,Withdrawn,Lower Than A Level,N,F,0-35,South East Region
629490,BBB,2014B,73.75,295,4,-1.0,74.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,Scotland
629491,FFF,2014J,174.5,698,4,-1.0,80.0,1,0,1,0,Pass,Lower Than A Level,N,M,35-55,London Region
629500,CCC,2014B,21.666666666666668,65,3,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,0-35,South East Region
629500,EEE,2014B,40.0,160,4,,,0,0,0,1,Fail,A Level or Equivalent,N,M,0-35,South East Region
629504,BBB,2014B,43.666666666666664,131,3,-7.0,87.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,Wales
629506,EEE,2014B,77.25,309,4,,,0,0,0,0,Pass,Lower Than A Level,N,M,0-35,Scotland
629507,BBB,2014B,19.0,38,2,-6.0,60.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,Wales
629514,GGG,2014B,14.333333333333334,43,3,,,0,0,0,1,Fail,Lower Than A Level,N,F,35-55,South Region
629522,FFF,2014B,397.75,1591,4,-1.0,76.0,1,0,1,1,Withdrawn,Lower Than A Level,N,M,35-55,South Region
629522,FFF,2014J,125.0,250,2,-25.0,76.0,1,0,0,1,Withdrawn,Lower Than A Level,N,M,35-55,South Region
629523,CCC,2014J,322.25,1289,4,3.0,100.0,1,1,1,0,Distinction,Lower Than A Level,N,F,0-35,East Anglian Region
629535,CCC,2014J,78.5,157,2,3.0,56.0,1,1,0,1,Fail,HE Qualification,N,M,0-35,East Midlands Region
629535,EEE,2014J,34.666666666666664,104,3,,,0,0,0,0,Pass,HE Qualification,N,M,0-35,East Midlands Region
629538,BBB,2014B,3.5,7,2,,,0,0,0,1,Withdrawn,A Level or Equivalent,Y,F,0-35,South Region
629540,FFF,2014B,252.25,1009,4,-3.0,94.0,1,0,1,0,Pass,HE Qualification,N,M,35-55,Wales
629541,FFF,2014B,85.5,342,4,-4.0,90.0,1,0,0,0,Pass,Lower Than A Level,N,M,0-35,East Midlands Region
629542,GGG,2014B,14.0,14,1,,,0,0,0,1,Fail,Lower Than A Level,N,M,0-35,London Region
629553,BBB,2014J,22.0,66,3,-10.0,100.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,Yorkshire Region
629554,BBB,2014B,7.0,7,1,0.0,67.0,1,0,0,1,Fail,A Level or Equivalent,N,F,0-35,Yorkshire Region
629560,CCC,2014B,89.5,358,4,2.0,70.0,1,1,0,1,Withdrawn,Lower Than A Level,N,F,0-35,North Western Region
629560,CCC,2014J,51.0,204,4,3.0,78.0,1,1,0,1,Withdrawn,Lower Than A Level,N,F,0-35,North Western Region
629580,GGG,2014B,10.0,30,3,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,North Western Region
629594,FFF,2014J,46.0,184,4,5.0,82.0,1,1,0,1,Fail,Lower Than A Level,N,M,0-35,East Midlands Region
629601,EEE,2014B,131.5,526,4,,,0,0,1,0,Pass,HE Qualification,N,M,0-35,Scotland
629603,FFF,2014B,191.5,766,4,-1.0,88.0,1,0,1,0,Pass,Lower Than A Level,N,M,0-35,East Midlands Region
629607,CCC,2014J,55.333333333333336,166,3,3.0,89.0,1,1,0,0,Pass,Lower Than A Level,N,M,35-55,Scotland
629613,CCC,2014B,21.666666666666668,65,3,,,0,0,0,1,Fail,Lower Than A Level,N,F,0-35,London Region
629613,FFF,2014B,79.75,319,4,0.0,50.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,London Region
629619,BBB,2014B,25.666666666666668,77,3,-2.0,88.0,1,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
629623,CCC,2014B,13.0,13,1,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,35-55,Yorkshire Region
629623,EEE,2014B,52.5,105,2,,,0,0,0,1,Withdrawn,A Level or Equivalent,N,M,35-55,Yorkshire Region
629627,EEE,2014B,104.5,418,4,,,0,0,0,1,Withdrawn,HE Qualification,N,F,35-55,South East Region
629628,CCC,2014B,45.666666666666664,137,3,2.0,0.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Yorkshire Region
629628,EEE,2014B,45.0,90,2,,,0,0,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Yorkshire Region
629632,DDD,2014B,149.25,597,4,-2.0,48.0,1,0,1,1,Withdrawn,A Level or Equivalent,Y,F,0-35,North Western Region
629633,GGG,2014B,28.666666666666668,86,3,,,0,0,0,0,Distinction,Lower Than A Level,Y,F,35-55,London Region
629642,EEE,2014J,233.25,933,4,,,0,0,1,0,Pass,Lower Than A Level,N,M,35-55,North Region
629654,CCC,2014B,73.66666666666667,221,3,2.0,70.0,1,1,0,1,Fail,A Level or Equivalent,N,F,0-35,South Region
629654,EEE,2014B,63.25,253,4,,,0,0,0,0,Pass,A Level or Equivalent,N,F,0-35,South Region
629655,FFF,2014B,105.75,423,4,-1.0,90.0,1,0,0,1,Fail,Lower Than A Level,N,F,0-35,Scotland
629686,FFF,2014J,31.0,62,2,15.0,48.0,1,1,0,1,Withdrawn,Lower Than A Level,N,M,0-35,Wales
